age,job,marital,education,balance,housing,loan,contact,campaign,previous,poutcome,subscribed
47,technician,divorced,unknown,96879,no,no,cellular,28,1,success,yes
42,admin,married,primary,72060,yes,yes,telephone,30,4,nonexistent,yes
62,student,divorced,tertiary,67843,no,no,telephone,24,1,success,no
45,services,single,tertiary,70289,no,no,cellular,36,3,nonexistent,yes
18,management,divorced,primary,41173,no,no,cellular,16,0,failure,no
66,admin,married,tertiary,95436,yes,yes,cellular,33,1,failure,no
62,admin,divorced,unknown,38508,no,no,telephone,10,2,success,no
21,entrepreneur,married,tertiary,80975,no,yes,telephone,48,2,success,yes
24,unemployed,divorced,primary,36794,yes,yes,cellular,21,3,success,no
66,services,single,tertiary,18753,yes,no,telephone,27,3,failure,no
26,services,divorced,primary,97628,no,yes,cellular,21,0,failure,yes
53,entrepreneur,divorced,tertiary,67131,no,no,cellular,27,1,success,no
36,retired,divorced,primary,18211,no,yes,cellular,32,2,nonexistent,no
18,entrepreneur,divorced,primary,25238,no,yes,cellular,5,0,success,yes
27,student,single,tertiary,82243,yes,yes,telephone,35,0,success,no
53,self-employed,married,tertiary,44086,no,no,cellular,22,2,success,no
26,student,divorced,unknown,65418,yes,no,telephone,36,1,nonexistent,no
62,entrepreneur,divorced,secondary,25639,no,yes,cellular,10,4,failure,no
63,technician,divorced,primary,77302,no,no,cellular,34,3,nonexistent,no
59,retired,single,primary,64689,no,yes,telephone,6,1,failure,yes
49,technician,married,primary,55440,yes,no,telephone,14,4,failure,no
49,student,married,primary,80196,yes,yes,cellular,37,4,nonexistent,yes
23,services,divorced,tertiary,36172,yes,no,cellular,19,2,failure,no
65,student,divorced,tertiary,36060,no,yes,telephone,32,4,nonexistent,yes
55,blue-collar,married,secondary,88443,yes,no,telephone,20,3,failure,no
34,unemployed,divorced,primary,51350,no,no,telephone,21,0,success,yes
27,management,divorced,secondary,74779,no,no,cellular,15,1,failure,yes
67,blue-collar,divorced,unknown,50848,no,no,cellular,17,3,nonexistent,no
44,entrepreneur,single,secondary,83122,no,no,cellular,44,4,failure,yes
71,admin,single,secondary,49238,no,yes,cellular,45,0,success,no
67,technician,married,unknown,14690,no,yes,telephone,24,0,nonexistent,yes
52,self-employed,single,unknown,4663,no,no,telephone,21,4,success,yes
69,blue-collar,single,secondary,4189,no,no,telephone,48,3,success,yes
38,retired,married,unknown,18673,yes,yes,telephone,15,4,success,no
42,technician,single,secondary,1589,no,no,telephone,11,1,nonexistent,yes
45,blue-collar,married,tertiary,47007,yes,no,telephone,37,0,failure,no
64,services,divorced,tertiary,99945,no,no,cellular,30,2,success,no
32,management,married,secondary,38104,no,no,cellular,18,0,nonexistent,yes
21,student,married,unknown,79017,no,yes,telephone,28,4,failure,yes
46,student,married,unknown,85028,no,no,telephone,13,4,failure,yes
26,blue-collar,divorced,tertiary,45310,yes,yes,cellular,43,2,nonexistent,yes
44,entrepreneur,divorced,tertiary,162,yes,yes,telephone,10,2,nonexistent,no
43,retired,divorced,unknown,78110,yes,yes,cellular,47,0,failure,no
36,entrepreneur,married,unknown,21093,yes,yes,cellular,39,4,failure,no
73,technician,married,unknown,93400,yes,no,telephone,12,0,success,yes
45,unemployed,married,unknown,3167,yes,yes,telephone,38,3,failure,yes
34,management,married,secondary,41743,no,no,cellular,41,4,success,no
60,management,married,unknown,17525,no,no,cellular,48,0,success,yes
74,student,married,tertiary,18987,yes,yes,telephone,40,4,failure,no
58,management,married,tertiary,80074,yes,yes,cellular,26,4,nonexistent,yes
59,entrepreneur,single,primary,67166,yes,no,telephone,44,1,failure,no
67,retired,divorced,unknown,6652,no,no,cellular,19,0,success,yes
37,retired,single,secondary,88902,no,yes,telephone,23,4,failure,yes
62,student,divorced,primary,94572,no,yes,cellular,48,2,failure,no
57,blue-collar,married,primary,50861,no,no,telephone,36,2,nonexistent,yes
56,retired,single,secondary,65403,no,yes,telephone,27,1,success,yes
66,entrepreneur,married,primary,24264,yes,yes,telephone,16,4,success,yes
70,admin,single,primary,-1424,no,no,telephone,7,0,success,no
40,blue-collar,single,tertiary,70799,yes,no,telephone,13,0,success,no
64,unemployed,married,primary,1764,no,no,cellular,12,2,nonexistent,yes
49,self-employed,single,secondary,57887,yes,no,cellular,27,3,nonexistent,yes
69,services,single,unknown,22937,no,no,telephone,33,4,success,yes
64,management,divorced,unknown,31224,no,no,cellular,31,1,failure,yes
50,management,married,unknown,91361,no,yes,cellular,11,1,success,yes
74,admin,married,tertiary,92336,no,no,telephone,17,4,failure,yes
63,blue-collar,single,tertiary,50713,no,no,cellular,38,4,success,no
22,student,married,tertiary,33878,yes,no,cellular,2,1,nonexistent,no
60,entrepreneur,divorced,secondary,35675,no,yes,cellular,3,1,nonexistent,yes
65,admin,divorced,unknown,68504,no,yes,telephone,34,0,success,yes
51,services,married,secondary,88461,no,no,cellular,32,1,failure,no
57,retired,married,secondary,90804,no,no,cellular,24,2,failure,no
28,student,divorced,primary,12202,no,yes,telephone,24,1,failure,no
67,self-employed,married,unknown,18931,no,yes,cellular,13,1,nonexistent,no
20,student,single,primary,67619,no,no,telephone,22,2,failure,no
50,admin,married,tertiary,14492,no,yes,cellular,19,2,failure,yes
28,unemployed,single,tertiary,54903,no,yes,telephone,30,4,failure,yes
33,admin,divorced,secondary,64767,yes,yes,telephone,39,1,nonexistent,yes
35,admin,married,secondary,96880,yes,no,telephone,21,2,success,no
47,admin,divorced,primary,63776,no,yes,cellular,48,0,nonexistent,no
65,student,married,primary,8830,no,yes,telephone,23,3,nonexistent,no
72,admin,single,secondary,46215,no,no,cellular,16,2,success,yes
27,blue-collar,married,unknown,87486,no,yes,cellular,42,3,success,no
35,student,divorced,secondary,24617,no,yes,cellular,7,1,failure,yes
55,retired,single,unknown,77109,yes,yes,cellular,20,0,failure,yes
36,blue-collar,married,primary,53873,no,no,telephone,48,0,success,yes
53,services,divorced,tertiary,53206,yes,no,telephone,42,4,failure,yes
30,retired,divorced,tertiary,24728,no,no,telephone,14,4,success,no
73,self-employed,married,primary,52758,no,yes,cellular,26,1,failure,yes
63,management,divorced,primary,40908,no,yes,telephone,22,2,nonexistent,no
20,student,single,tertiary,38924,no,yes,cellular,41,0,failure,yes
27,management,married,unknown,24071,yes,no,cellular,36,1,success,no
55,student,single,primary,73821,yes,no,telephone,26,1,success,yes
18,retired,divorced,unknown,91049,yes,yes,telephone,12,2,nonexistent,yes
72,self-employed,divorced,unknown,73806,yes,no,cellular,49,0,failure,yes
73,entrepreneur,divorced,tertiary,16839,yes,no,cellular,31,0,success,yes
44,entrepreneur,single,unknown,17830,no,yes,telephone,40,0,failure,yes
63,blue-collar,divorced,tertiary,40365,no,yes,telephone,4,4,success,yes
25,admin,married,primary,79806,yes,no,telephone,40,0,failure,yes
68,admin,married,secondary,71363,no,no,cellular,27,3,nonexistent,yes
63,entrepreneur,divorced,secondary,25324,no,no,cellular,9,2,failure,no
59,retired,married,secondary,24088,no,yes,telephone,12,0,failure,no
34,self-employed,single,secondary,66459,yes,no,cellular,29,2,success,yes
26,blue-collar,single,secondary,80728,yes,yes,cellular,28,2,failure,yes
23,retired,divorced,secondary,76422,yes,no,telephone,16,3,success,no
60,admin,married,unknown,60406,yes,no,telephone,8,0,success,yes
42,blue-collar,married,unknown,94888,no,yes,cellular,47,2,failure,yes
56,management,divorced,secondary,36703,no,yes,cellular,49,0,success,no
66,technician,single,primary,63422,no,no,telephone,13,3,nonexistent,no
45,services,divorced,primary,18614,no,no,telephone,14,4,failure,yes
50,blue-collar,married,unknown,14711,no,yes,telephone,15,4,nonexistent,yes
71,admin,married,unknown,92406,no,no,telephone,9,4,failure,no
54,retired,divorced,secondary,15066,yes,yes,telephone,44,4,success,yes
26,management,single,primary,42291,no,yes,cellular,32,1,nonexistent,no
35,services,single,tertiary,30891,no,no,telephone,22,2,nonexistent,yes
73,services,divorced,secondary,-1247,no,yes,telephone,25,1,success,yes
38,blue-collar,married,unknown,38882,no,yes,cellular,41,0,failure,no
19,services,single,unknown,32374,no,no,telephone,26,4,failure,no
60,management,divorced,unknown,37293,yes,no,cellular,45,0,failure,yes
55,self-employed,married,tertiary,1578,no,no,telephone,29,3,failure,yes
57,retired,single,primary,84586,no,no,cellular,18,2,nonexistent,no
53,blue-collar,single,unknown,79004,yes,no,cellular,36,3,success,no
67,services,divorced,secondary,17229,yes,no,telephone,20,2,success,yes
60,self-employed,married,tertiary,66474,no,no,telephone,33,3,nonexistent,yes
54,retired,single,primary,40886,no,no,cellular,20,3,success,yes
32,student,divorced,secondary,11875,yes,no,cellular,3,2,success,yes
45,self-employed,single,secondary,60742,no,yes,telephone,43,0,success,yes
35,student,married,tertiary,98731,yes,no,cellular,34,3,nonexistent,yes
51,student,single,tertiary,88276,yes,yes,cellular,6,2,nonexistent,yes
39,self-employed,married,tertiary,77686,yes,no,cellular,31,2,success,yes
28,services,single,unknown,7701,no,no,telephone,35,3,nonexistent,no
74,student,single,primary,47121,yes,yes,cellular,32,0,nonexistent,no
30,services,divorced,unknown,21291,yes,yes,telephone,42,4,nonexistent,yes
21,services,single,tertiary,92822,no,yes,cellular,9,1,failure,yes
39,retired,married,tertiary,22116,yes,yes,cellular,46,4,nonexistent,no
24,unemployed,divorced,tertiary,3886,yes,no,telephone,48,3,failure,yes
60,management,married,unknown,11672,no,no,telephone,27,3,success,no
71,services,married,secondary,12508,no,no,telephone,24,2,success,yes
41,retired,divorced,tertiary,92204,no,no,cellular,22,0,success,no
21,technician,married,unknown,72928,no,no,cellular,30,0,nonexistent,no
45,student,single,tertiary,35936,no,no,telephone,36,3,failure,no
32,blue-collar,divorced,unknown,44190,no,yes,cellular,26,0,nonexistent,yes
18,services,single,primary,1281,no,no,telephone,2,1,success,yes
72,self-employed,single,primary,72346,no,yes,cellular,42,0,failure,yes
20,student,married,unknown,49864,no,no,telephone,44,0,nonexistent,yes
31,student,married,tertiary,93386,no,no,telephone,7,2,nonexistent,no
55,technician,single,unknown,97990,no,yes,cellular,27,3,success,no
67,blue-collar,divorced,primary,45659,no,no,telephone,16,0,nonexistent,yes
74,retired,single,unknown,10924,no,no,telephone,49,3,nonexistent,no
18,technician,single,primary,79559,no,yes,telephone,46,0,success,yes
55,management,married,primary,62966,yes,yes,telephone,29,0,failure,no
55,student,married,secondary,92044,no,no,telephone,21,0,nonexistent,yes
38,services,single,tertiary,26468,no,yes,cellular,26,2,success,yes
65,services,single,unknown,26379,yes,yes,telephone,18,0,nonexistent,no
46,technician,married,tertiary,59654,yes,yes,cellular,1,4,failure,no
22,management,single,tertiary,89465,yes,no,telephone,2,1,failure,yes
66,entrepreneur,married,primary,55962,no,yes,cellular,14,0,success,no
27,admin,single,primary,52255,yes,no,telephone,38,4,success,no
45,self-employed,divorced,unknown,14664,no,yes,cellular,15,3,nonexistent,yes
38,self-employed,divorced,unknown,11633,no,yes,telephone,36,2,success,yes
67,entrepreneur,single,unknown,42337,yes,yes,telephone,24,3,success,yes
24,student,married,primary,2932,yes,yes,cellular,25,2,success,yes
20,retired,single,secondary,14205,yes,no,cellular,9,3,nonexistent,yes
62,blue-collar,single,unknown,83470,no,no,cellular,15,3,success,yes
64,entrepreneur,married,primary,49111,yes,no,telephone,37,1,failure,yes
37,management,single,secondary,47541,yes,yes,cellular,6,1,success,yes
36,services,married,tertiary,68719,yes,yes,telephone,43,1,nonexistent,yes
52,admin,single,primary,83787,yes,yes,cellular,45,3,nonexistent,yes
21,student,married,unknown,18744,yes,no,telephone,12,2,failure,no
22,admin,single,unknown,53,yes,yes,telephone,27,1,failure,no
18,blue-collar,divorced,secondary,6359,yes,yes,cellular,7,2,nonexistent,no
21,services,married,secondary,32934,yes,no,telephone,28,2,nonexistent,yes
29,management,divorced,primary,38874,no,yes,telephone,12,0,nonexistent,no
44,self-employed,married,secondary,62737,yes,no,cellular,42,4,nonexistent,yes
73,blue-collar,married,primary,10461,no,no,cellular,35,3,failure,yes
59,entrepreneur,married,secondary,53424,yes,no,cellular,2,4,nonexistent,no
40,self-employed,married,tertiary,19566,no,yes,cellular,26,3,failure,yes
42,self-employed,single,unknown,43006,no,yes,cellular,20,2,nonexistent,yes
38,management,single,unknown,91052,no,yes,telephone,25,4,failure,yes
69,entrepreneur,married,tertiary,56641,yes,no,telephone,21,0,nonexistent,yes
41,technician,single,unknown,98949,no,yes,telephone,1,4,success,yes
42,blue-collar,married,unknown,44064,no,no,telephone,28,4,nonexistent,no
62,retired,married,unknown,48368,yes,no,cellular,38,0,failure,no
72,unemployed,divorced,unknown,95005,yes,yes,cellular,13,0,nonexistent,no
63,services,married,tertiary,68163,no,yes,telephone,30,1,nonexistent,no
49,management,married,primary,9191,yes,no,telephone,10,3,success,no
72,services,single,unknown,97509,yes,no,telephone,45,2,nonexistent,no
49,blue-collar,married,tertiary,70239,yes,yes,telephone,22,4,success,no
22,entrepreneur,married,unknown,80147,no,yes,telephone,29,4,nonexistent,no
53,retired,divorced,tertiary,49765,no,no,cellular,5,2,success,no
63,unemployed,single,tertiary,32904,yes,no,telephone,8,0,success,yes
59,admin,single,primary,21695,no,yes,telephone,11,0,success,yes
66,retired,divorced,secondary,61205,yes,no,telephone,26,4,nonexistent,no
59,management,married,primary,4958,yes,yes,telephone,19,4,success,yes
56,services,divorced,primary,80169,yes,yes,cellular,19,2,nonexistent,yes
33,retired,single,unknown,272,yes,no,cellular,30,2,failure,yes
50,student,divorced,tertiary,58294,yes,no,telephone,36,3,nonexistent,no
66,entrepreneur,single,secondary,85958,no,yes,telephone,42,0,nonexistent,no
38,entrepreneur,divorced,tertiary,1018,yes,no,cellular,9,1,failure,yes
26,student,married,unknown,76496,no,yes,cellular,7,1,success,yes
23,self-employed,married,tertiary,65751,yes,no,cellular,18,2,nonexistent,yes
68,self-employed,single,unknown,98461,yes,no,telephone,9,3,nonexistent,yes
62,blue-collar,divorced,primary,81716,no,no,telephone,6,4,nonexistent,no
52,technician,single,primary,17628,no,no,telephone,6,2,success,yes
56,admin,married,unknown,79406,no,yes,telephone,45,2,success,no
39,student,single,primary,55198,no,yes,telephone,22,2,failure,yes
58,blue-collar,married,tertiary,-1704,yes,yes,telephone,17,1,nonexistent,no
71,services,single,secondary,98231,yes,no,telephone,15,2,failure,no
22,student,divorced,secondary,12578,no,yes,telephone,9,3,success,no
59,technician,married,tertiary,11554,no,no,telephone,6,1,success,no
40,student,single,secondary,19585,no,no,telephone,23,3,failure,no
34,technician,married,tertiary,32225,no,yes,telephone,17,1,success,yes
29,technician,divorced,unknown,1546,no,yes,cellular,32,3,nonexistent,yes
40,technician,married,secondary,44622,no,no,cellular,32,0,success,yes
33,entrepreneur,divorced,unknown,25703,no,no,telephone,37,0,success,yes
20,retired,married,unknown,1664,no,no,telephone,3,1,failure,yes
47,entrepreneur,divorced,tertiary,89701,yes,no,telephone,16,0,success,yes
74,blue-collar,married,secondary,29099,yes,no,cellular,2,4,success,no
39,entrepreneur,divorced,primary,80015,no,no,telephone,3,3,failure,yes
26,entrepreneur,single,primary,51084,yes,yes,telephone,41,1,nonexistent,no
46,services,single,primary,40319,no,yes,telephone,14,0,failure,yes
64,student,married,primary,4140,yes,no,cellular,14,1,nonexistent,yes
54,entrepreneur,divorced,tertiary,48891,no,yes,telephone,30,4,nonexistent,no
40,unemployed,single,unknown,81272,yes,yes,cellular,49,1,failure,yes
30,technician,married,secondary,63007,no,yes,telephone,40,1,failure,no
49,student,single,tertiary,20141,yes,yes,cellular,49,2,failure,yes
63,self-employed,divorced,primary,48694,yes,yes,cellular,27,2,success,no
69,services,married,secondary,19628,no,yes,telephone,17,2,nonexistent,yes
64,retired,divorced,tertiary,25243,yes,yes,telephone,39,2,nonexistent,yes
65,services,divorced,unknown,61747,yes,yes,cellular,9,3,nonexistent,yes
40,technician,divorced,primary,80750,yes,no,telephone,36,4,failure,no
62,student,single,secondary,81525,yes,yes,cellular,10,1,nonexistent,yes
34,retired,married,secondary,84565,no,no,cellular,29,4,nonexistent,no
72,admin,divorced,primary,63198,no,yes,telephone,4,1,nonexistent,no
57,management,single,unknown,42770,no,no,cellular,21,2,nonexistent,yes
38,services,divorced,primary,5937,yes,no,cellular,37,3,failure,no
19,retired,single,unknown,54004,no,yes,cellular,2,1,success,no
54,blue-collar,married,secondary,93239,yes,no,telephone,15,1,success,yes
23,retired,married,primary,43618,yes,yes,telephone,28,0,failure,no
61,management,married,unknown,80141,yes,yes,cellular,25,3,success,yes
35,technician,married,unknown,51103,no,yes,telephone,26,3,nonexistent,no
47,student,divorced,tertiary,88642,no,yes,telephone,9,3,success,yes
39,admin,single,unknown,4493,yes,no,telephone,30,4,success,yes
71,blue-collar,married,primary,96038,yes,yes,cellular,9,2,nonexistent,no
50,retired,divorced,primary,95871,no,no,telephone,1,0,nonexistent,yes
47,unemployed,married,unknown,23957,yes,no,telephone,12,4,nonexistent,yes
34,entrepreneur,married,primary,2117,yes,yes,telephone,45,2,failure,yes
60,technician,married,secondary,97057,no,no,cellular,13,1,success,yes
49,services,single,secondary,10501,no,no,telephone,14,0,failure,yes
59,services,single,primary,-812,yes,no,telephone,10,4,failure,yes
68,management,single,unknown,45243,no,yes,cellular,17,0,nonexistent,yes
31,technician,married,secondary,30113,yes,no,telephone,17,2,success,no
27,blue-collar,divorced,unknown,54639,yes,yes,telephone,31,4,failure,no
64,self-employed,divorced,primary,64332,no,yes,telephone,46,4,nonexistent,yes
68,admin,divorced,tertiary,78372,yes,yes,cellular,49,0,failure,yes
53,blue-collar,married,secondary,68681,no,yes,telephone,26,1,success,yes
51,admin,single,primary,53829,no,no,cellular,35,1,nonexistent,no
26,student,divorced,secondary,48012,no,no,telephone,36,1,failure,no
59,student,married,unknown,71711,yes,no,cellular,11,2,success,yes
45,technician,married,tertiary,65050,no,yes,telephone,16,0,success,no
28,technician,divorced,tertiary,13451,yes,yes,cellular,29,2,failure,yes
31,services,divorced,primary,50086,yes,yes,cellular,45,2,success,yes
56,entrepreneur,married,secondary,46393,no,no,telephone,18,1,nonexistent,yes
72,management,divorced,tertiary,80418,yes,yes,cellular,11,1,nonexistent,yes
64,entrepreneur,married,secondary,74969,no,no,telephone,11,1,nonexistent,no
71,blue-collar,divorced,unknown,-631,no,no,cellular,9,0,nonexistent,no
36,services,single,unknown,12068,no,yes,telephone,25,0,failure,no
71,admin,married,primary,39658,yes,yes,cellular,32,1,failure,no
32,self-employed,single,tertiary,6116,no,no,telephone,34,2,success,no
45,retired,divorced,tertiary,41687,no,no,cellular,3,0,success,yes
41,unemployed,married,secondary,90362,no,yes,cellular,14,4,success,yes
25,student,divorced,unknown,41453,yes,yes,telephone,48,2,nonexistent,no
60,entrepreneur,married,tertiary,29237,yes,yes,telephone,40,2,failure,yes
26,management,divorced,primary,3364,no,yes,cellular,25,3,failure,no
64,self-employed,single,primary,63626,no,no,cellular,16,0,success,yes
50,self-employed,single,tertiary,75622,no,yes,cellular,36,4,failure,no
50,student,divorced,primary,74925,yes,no,cellular,9,0,failure,no
36,unemployed,single,tertiary,14855,yes,yes,telephone,4,2,success,no
20,technician,single,tertiary,90920,yes,yes,telephone,45,0,failure,yes
27,self-employed,divorced,tertiary,51634,no,no,cellular,2,2,nonexistent,yes
57,blue-collar,married,tertiary,52278,yes,yes,telephone,25,4,failure,yes
64,blue-collar,divorced,secondary,-889,no,no,telephone,22,2,nonexistent,yes
59,technician,married,tertiary,96901,yes,yes,cellular,5,1,nonexistent,yes
18,admin,single,primary,56251,no,no,cellular,49,2,success,no
46,services,single,unknown,58258,yes,no,cellular,21,1,success,yes
67,technician,single,secondary,9408,yes,no,telephone,10,4,success,no
51,unemployed,single,unknown,22002,yes,yes,telephone,23,4,failure,yes
68,blue-collar,single,unknown,81274,yes,no,cellular,27,2,success,yes
30,self-employed,married,unknown,75674,no,no,cellular,30,1,nonexistent,yes
71,blue-collar,married,unknown,74963,no,yes,cellular,4,2,success,no
18,retired,married,unknown,74432,no,no,telephone,6,4,nonexistent,yes
51,services,divorced,primary,65925,yes,no,cellular,26,1,nonexistent,yes
46,management,single,tertiary,13360,no,yes,telephone,10,3,failure,yes
65,retired,single,primary,91762,yes,yes,telephone,49,3,nonexistent,no
64,admin,single,secondary,14847,yes,yes,telephone,5,4,failure,yes
30,student,divorced,primary,45565,yes,no,cellular,39,1,failure,yes
65,retired,divorced,secondary,15456,no,no,telephone,37,2,success,no
66,admin,divorced,tertiary,68982,yes,no,telephone,40,4,failure,yes
70,admin,single,unknown,80393,yes,yes,telephone,1,4,nonexistent,no
46,management,married,tertiary,97242,yes,yes,cellular,34,0,nonexistent,no
56,student,divorced,primary,78239,yes,no,cellular,48,2,nonexistent,yes
41,entrepreneur,divorced,primary,81230,no,no,telephone,8,2,nonexistent,no
43,technician,married,tertiary,37959,no,yes,telephone,21,3,nonexistent,no
34,self-employed,divorced,tertiary,13058,no,no,telephone,31,0,success,yes
24,unemployed,married,primary,49492,no,no,telephone,47,2,success,yes
30,unemployed,single,tertiary,50672,no,yes,telephone,23,2,failure,yes
22,unemployed,married,secondary,67592,yes,no,cellular,11,3,nonexistent,yes
43,entrepreneur,married,secondary,76391,no,yes,telephone,16,0,nonexistent,no
66,technician,single,primary,54849,no,no,cellular,27,0,failure,no
20,unemployed,divorced,primary,60313,no,no,cellular,7,1,success,no
24,technician,single,tertiary,21488,no,no,telephone,49,4,failure,no
66,self-employed,divorced,tertiary,79308,no,no,telephone,24,1,nonexistent,no
56,unemployed,divorced,unknown,86652,yes,yes,telephone,32,0,success,yes
70,student,married,secondary,96563,no,yes,cellular,35,3,failure,yes
18,admin,single,primary,65192,yes,no,telephone,31,1,failure,yes
66,unemployed,married,primary,92391,no,no,cellular,47,3,nonexistent,no
34,technician,single,primary,69449,yes,no,telephone,29,0,nonexistent,yes
60,admin,single,primary,63387,yes,yes,telephone,4,3,success,yes
42,management,married,unknown,71509,no,no,cellular,35,1,nonexistent,yes
20,unemployed,divorced,secondary,14975,no,yes,telephone,11,0,failure,no
32,unemployed,divorced,unknown,40392,no,yes,cellular,34,0,nonexistent,no
46,retired,single,secondary,11305,yes,no,telephone,39,1,failure,yes
70,admin,divorced,primary,74215,yes,yes,cellular,15,4,nonexistent,no
60,unemployed,married,secondary,19961,no,yes,cellular,14,1,success,yes
49,student,married,primary,-1772,yes,yes,telephone,21,1,success,no
43,self-employed,married,unknown,79179,no,yes,telephone,7,2,success,no
33,admin,single,secondary,90891,yes,yes,telephone,17,0,nonexistent,yes
42,self-employed,single,tertiary,81544,no,yes,cellular,42,2,success,yes
71,services,divorced,secondary,21474,yes,yes,telephone,18,2,failure,no
45,technician,married,primary,1979,no,yes,telephone,14,2,nonexistent,yes
26,management,married,tertiary,44343,yes,yes,telephone,38,3,success,yes
73,retired,single,primary,-1261,yes,yes,cellular,29,1,nonexistent,no
73,student,single,tertiary,17558,no,yes,cellular,10,2,nonexistent,yes
18,management,single,tertiary,35817,yes,no,cellular,17,3,failure,yes
46,retired,married,secondary,49799,yes,yes,telephone,32,3,nonexistent,no
74,management,married,secondary,90182,no,no,cellular,20,0,nonexistent,yes
39,management,divorced,tertiary,36154,no,no,cellular,17,1,nonexistent,yes
33,blue-collar,married,tertiary,30272,no,no,telephone,46,4,failure,yes
58,technician,divorced,tertiary,35339,yes,no,telephone,7,1,success,no
68,entrepreneur,divorced,primary,77796,yes,yes,telephone,39,3,success,no
61,retired,married,secondary,4594,no,yes,telephone,44,1,nonexistent,yes
68,student,divorced,primary,11185,yes,yes,cellular,30,0,success,no
71,admin,divorced,secondary,10572,yes,no,cellular,38,1,nonexistent,no
58,management,single,unknown,15569,yes,yes,cellular,40,3,success,no
24,management,married,primary,80509,no,no,cellular,41,3,success,yes
31,retired,divorced,secondary,67753,no,no,telephone,10,2,failure,yes
46,services,divorced,tertiary,71184,no,no,cellular,32,3,failure,yes
36,entrepreneur,divorced,tertiary,15519,no,no,telephone,26,0,failure,yes
36,management,married,secondary,29953,yes,yes,telephone,48,3,success,no
19,unemployed,single,tertiary,17804,no,no,cellular,17,1,success,no
58,blue-collar,single,tertiary,74286,no,yes,telephone,1,4,success,yes
62,self-employed,married,unknown,63537,yes,yes,telephone,39,3,success,yes
32,blue-collar,married,unknown,15275,no,no,telephone,26,0,failure,yes
20,entrepreneur,married,unknown,71418,yes,yes,telephone,30,0,failure,no
28,unemployed,married,primary,60068,yes,no,telephone,9,0,success,no
70,blue-collar,single,unknown,61344,yes,no,cellular,44,0,success,no
63,self-employed,divorced,unknown,76284,yes,yes,telephone,33,1,failure,no
47,admin,divorced,unknown,30601,yes,yes,cellular,26,2,success,no
74,technician,married,secondary,25575,no,yes,telephone,42,4,nonexistent,yes
57,admin,married,tertiary,50705,yes,yes,telephone,10,2,failure,no
35,technician,divorced,secondary,53221,no,yes,cellular,42,2,failure,yes
68,services,single,unknown,30369,no,no,cellular,32,2,success,yes
65,services,married,primary,42617,yes,yes,telephone,39,1,nonexistent,no
19,services,married,secondary,56315,yes,yes,cellular,47,4,success,yes
49,blue-collar,single,unknown,13317,no,no,cellular,42,3,nonexistent,no
25,services,single,primary,54109,yes,no,cellular,48,3,success,no
39,technician,single,primary,26318,no,no,telephone,48,4,failure,yes
23,admin,married,primary,39239,yes,yes,cellular,33,4,failure,no
29,retired,single,tertiary,85704,yes,no,cellular,27,0,nonexistent,yes
64,management,married,primary,16082,yes,no,cellular,43,2,nonexistent,yes
74,technician,married,unknown,60520,no,no,telephone,29,0,success,no
57,admin,single,secondary,9079,yes,yes,cellular,19,1,failure,no
53,admin,divorced,secondary,884,yes,yes,cellular,18,1,success,yes
32,management,single,unknown,91397,no,no,telephone,35,4,success,yes
45,unemployed,divorced,tertiary,34347,no,yes,cellular,47,1,failure,yes
69,retired,single,tertiary,70731,no,yes,telephone,28,4,nonexistent,no
74,unemployed,single,primary,65787,yes,yes,telephone,38,3,failure,no
66,unemployed,married,unknown,68176,no,no,telephone,10,2,failure,yes
62,admin,married,primary,16740,no,no,cellular,3,1,nonexistent,no
35,self-employed,married,primary,10815,no,no,cellular,42,0,failure,yes
19,student,married,unknown,63177,yes,no,telephone,29,1,nonexistent,no
30,technician,married,tertiary,40891,yes,no,cellular,16,2,failure,no
62,blue-collar,married,tertiary,50566,yes,yes,cellular,36,1,nonexistent,no
71,unemployed,married,secondary,39968,no,yes,telephone,1,4,nonexistent,yes
32,services,divorced,unknown,27913,yes,no,cellular,18,1,success,yes
37,blue-collar,divorced,primary,76440,yes,yes,cellular,4,3,failure,no
46,entrepreneur,married,unknown,52860,no,no,cellular,5,3,success,yes
59,self-employed,divorced,primary,16462,yes,yes,cellular,21,1,failure,no
46,blue-collar,single,secondary,33482,yes,yes,telephone,4,0,success,no
20,management,divorced,secondary,70483,no,no,cellular,20,1,success,no
36,student,married,secondary,-662,no,no,telephone,19,4,success,yes
20,retired,divorced,secondary,10782,no,yes,telephone,35,4,success,yes
71,management,single,primary,83609,no,yes,telephone,45,4,success,no
31,unemployed,divorced,tertiary,4614,no,no,cellular,24,0,failure,no
57,self-employed,married,primary,-1259,no,yes,telephone,20,3,success,no
72,self-employed,single,secondary,28210,no,no,cellular,28,4,success,yes
21,unemployed,single,tertiary,64269,no,no,telephone,38,4,failure,yes
69,student,divorced,unknown,11944,yes,no,cellular,24,1,nonexistent,no
28,admin,single,primary,54991,yes,yes,telephone,20,3,failure,no
48,blue-collar,single,unknown,-194,yes,no,telephone,24,4,nonexistent,yes
60,services,single,secondary,11285,yes,no,telephone,6,4,failure,no
49,unemployed,married,unknown,74993,yes,no,telephone,38,1,success,yes
44,services,single,tertiary,65289,no,no,telephone,25,1,nonexistent,yes
47,blue-collar,divorced,tertiary,38126,no,yes,telephone,32,2,success,yes
60,student,divorced,tertiary,78123,no,no,telephone,17,1,nonexistent,yes
19,admin,single,primary,3857,yes,no,telephone,17,1,success,yes
